Store_ID,SKU,Batch_ID,Arrival_Date,Sell_Through_Percent,Days_Since_Arrival,Temperature,Humidity,Category,Shelf_Life,Spoiled
1001,Carrots,B6352,14-06-2025,0.74,14,39.8,55,Root,14,0
1002,Broccoli,B3165,19-06-2025,0.25,9,27.5,56,Leafy,6,0
1003,Beets,B9221,23-06-2025,0.6,5,34.8,86,Root,10,0
1002,Carrots,B8894,18-06-2025,0.61,10,26.7,72,Root,14,0
1006,Bananas,B2886,20-06-2025,0.24,8,32.5,68,Fruit,5,1
1001,Apples,B4696,17-06-2025,0.15,11,36.2,91,Fruit,10,1
1006,Tomatoes,B6992,26-06-2025,0.61,2,28.4,69,Fruit,6,0
1004,Spinach,B5332,26-06-2025,0.75,2,32.6,95,Leafy,5,0
1004,Bananas,B5295,21-06-2025,0.28,7,26.8,44,Fruit,5,0
1006,Bananas,B2775,24-06-2025,0.59,4,29.9,91,Fruit,5,0
1004,Spinach,B6374,24-06-2025,0.62,4,30.9,64,Leafy,5,0
1006,Mangoes,B8606,23-06-2025,0.88,5,40.1,57,Fruit,7,0
1006,Tomatoes,B2911,25-06-2025,0.63,3,34.2,75,Fruit,6,0
1001,Spinach,B5986,20-06-2025,0.48,8,32.3,59,Leafy,5,0
1001,Mangoes,B4846,19-06-2025,0.36,9,34.4,77,Fruit,7,1
1002,Tomatoes,B8432,22-06-2025,0.78,6,34.3,82,Fruit,6,0
1006,Beets,B7866,18-06-2025,0.91,10,32.6,62,Root,10,0
1006,Apples,B7797,17-06-2025,0.31,11,34.8,52,Fruit,10,0
1001,Lettuce,B7686,25-06-2025,0.76,3,28.4,65,Leafy,4,0
1001,Bananas,B4559,20-06-2025,0.43,8,30.8,65,Fruit,5,1
1004,Broccoli,B6942,26-06-2025,0.5,2,33,74,Leafy,6,0
1006,Bananas,B9920,22-06-2025,0.52,6,28.8,68,Fruit,5,0
1001,Tomatoes,B5520,24-06-2025,0.74,4,36.3,63,Fruit,6,0
1001,Lettuce,B2501,22-06-2025,0.33,6,32.4,67,Leafy,4,1
1002,Spinach,B1828,22-06-2025,0.26,6,30.8,81,Leafy,5,1
1002,Apples,B4362,26-06-2025,0.55,2,30.5,54,Fruit,10,0
1005,Broccoli,B4538,24-06-2025,0.88,4,23.9,56,Leafy,6,0
1003,Apples,B1046,23-06-2025,0.76,5,36.3,64,Fruit,10,0
1002,Apples,B9850,23-06-2025,0.62,5,37.5,43,Fruit,10,0
1002,Mangoes,B1422,25-06-2025,0.37,3,31.8,57,Fruit,7,0
1001,Bananas,B4898,22-06-2025,0.2,6,32.8,68,Fruit,5,1
1001,Apples,B5347,27-06-2025,0.62,1,24.9,78,Fruit,10,0
1002,Tomatoes,B9619,26-06-2025,0.8,2,29.6,92,Fruit,6,0
1006,Mangoes,B8802,20-06-2025,0.19,8,23.9,54,Fruit,7,0
1003,Beets,B2786,20-06-2025,0.69,8,31,61,Root,10,0
1005,Broccoli,B1710,19-06-2025,0.34,9,25,86,Leafy,6,0
1003,Lettuce,B1510,27-06-2025,0.69,1,34.5,70,Leafy,4,0
1004,Tomatoes,B7984,26-06-2025,0.77,2,32.3,71,Fruit,6,0
1004,Lettuce,B2204,27-06-2025,0.8,1,35.3,67,Leafy,4,0
1003,Apples,B2076,25-06-2025,0.81,3,29.6,86,Fruit,10,0
1003,Beets,B6327,21-06-2025,0.6,7,37.2,64,Root,10,0
1005,Beets,B5831,20-06-2025,0.49,8,30.5,54,Root,10,0
1005,Tomatoes,B2624,26-06-2025,0.83,2,27.4,58,Fruit,6,0
1006,Beets,B4522,21-06-2025,0.42,7,28.2,30,Root,10,0
1004,Broccoli,B7779,22-06-2025,0.46,6,33,76,Leafy,6,0
1004,Tomatoes,B7815,26-06-2025,0.76,2,26.1,64,Fruit,6,0
1003,Tomatoes,B6120,23-06-2025,0.7,5,25.4,87,Fruit,6,0
1003,Apples,B8770,26-06-2025,0.83,2,29.1,65,Fruit,10,0
1001,Mangoes,B2527,21-06-2025,0.73,7,21.8,61,Fruit,7,0
1001,Bananas,B3131,27-06-2025,0.6,1,26,60,Fruit,5,0
1005,Beets,B6400,17-06-2025,0.48,11,32.6,56,Root,10,0
1001,Tomatoes,B6793,21-06-2025,0.36,7,35.6,78,Fruit,6,1
1006,Spinach,B5712,23-06-2025,0.71,5,27.4,75,Leafy,5,0
1003,Mangoes,B9313,24-06-2025,0.76,4,33.6,74,Fruit,7,0
1002,Lettuce,B4674,21-06-2025,0.4,7,27.9,84,Leafy,4,0
1001,Bananas,B7022,26-06-2025,0.73,2,38.3,54,Fruit,5,0
1003,Broccoli,B8030,19-06-2025,0.47,9,30.8,55,Leafy,6,0
1005,Beets,B1430,18-06-2025,0.63,10,28.7,71,Root,10,0
1006,Carrots,B1474,22-06-2025,0.78,6,27.7,64,Root,14,0
1003,Carrots,B6567,16-06-2025,0.99,12,36.9,71,Root,14,0
1001,Apples,B3347,18-06-2025,0.71,10,30.5,74,Fruit,10,0
1006,Tomatoes,B2140,25-06-2025,0.55,3,29,39,Fruit,6,0
1006,Spinach,B2503,24-06-2025,0.76,4,32.6,57,Leafy,5,0
1004,Tomatoes,B8432,22-06-2025,0.94,6,25.1,43,Fruit,6,0
1002,Bananas,B6105,22-06-2025,0.32,6,34.2,90,Fruit,5,1
1005,Mangoes,B1861,25-06-2025,0.63,3,34.3,64,Fruit,7,0
